# N time_s adds subs muls divs peak_bytes peak_calls
62 0.054185 351252 156141 143157 384 168424 10
63 0.076497 439980 226566 126531 384 141960 7
64 0.076281 439980 226566 126531 384 141960 7
65 0.084356 504462 238219 191052 896 183048 8
66 0.083719 504462 238219 191052 896 183048 8
67 0.084544 512802 238880 198702 896 168104 8
68 0.083434 512802 238880 198702 896 168104 8
69 0.085023 538138 241065 222051 896 213928 9
70 0.084223 538138 241065 222051 896 213928 9
71 0.085005 546112 243908 226080 896 181544 8
72 0.084772 546112 243908 226080 896 181544 8
73 0.087487 592250 248049 269157 896 232360 9
74 0.088107 592250 248049 269157 896 232360 9
75 0.087587 602600 248790 278733 896 212040 9
76 0.087075 602600 248790 278733 896 212040 9
77 0.090860 636344 258035 300048 896 268104 10
78 0.090084 636344 258035 300048 896 268104 10
79 0.091985 648620 269148 296010 896 222248 8
80 0.091420 648620 269148 296010 896 222248 8
81 0.095917 722022 276065 365427 896 283816 9
82 0.095014 722022 276065 365427 896 283816 9
83 0.096090 734598 276886 377145 896 257352 9
84 0.093706 734598 276886 377145 896 257352 9
85 0.065122 772322 279583 412410 896 324680 10
86 0.065388 772322 279583 412410 896 324680 10
87 0.067412 783110 283090 418329 896 271816 9
88 0.067804 783110 283090 418329 896 271816 9
89 0.071211 861312 300743 473874 896 345160 10
90 0.070571 861312 300743 473874 896 345160 10
91 0.070221 876330 301644 487950 896 311784 10
92 0.072920 876330 301644 487950 896 311784 10
93 0.078361 945106 339373 501867 896 391400 11
94 0.073660 945106 339373 501867 896 391400 11
95 0.080486 985366 383784 475938 896 319528 8
96 0.080794 985366 383784 475938 896 319528 8
97 0.090730 1130424 413389 588939 896 405672 9
98 0.099612 1130424 413389 588939 896 405672 9
99 0.137623 1148100 414370 605589 896 364616 9
100 0.112510 1148100 414370 605589 896 364616 9
110 0.094508 1387194 442069 812487 896 537064 11
120 0.115258 1740062 547932 1019082 896 506216 10
130 0.365030 3523670 1695471 1135326 2048 715528 9
140 0.381507 3853784 1715674 1445271 2048 723528 10
150 0.380189 4333558 1772403 1857840 2048 996168 11
160 0.461277 4763980 1957300 2022438 2048 887848 9
170 0.413759 5527470 1999503 2754228 2048 1238600 11
180 0.450898 6138052 2100412 3232614 2048 1187560 11
190 0.551336 7076576 2508823 3574914 2048 1617288 13
200 0.608045 8134526 2911302 4070715 2048 1404616 10
210 0.643880 9172812 2998531 5008326 2048 1877064 11
220 0.752519 9979856 3063534 5733921 2048 1795464 12
230 0.740685 11355254 3490333 6506889 2048 2347496 12
240 0.747700 12171226 3580296 7205358 2048 2003816 11
250 1.137624 16008546 5574763 8086662 2048 2691208 13
260 2.538673 24834610 12070720 7290606 4608 2473128 10
270 2.668601 26210904 12141139 8584704 4608 3268936 12
280 2.641442 27551586 12227682 9825213 4608 2761928 11
290 3.939600 29471818 12596229 11247273 4608 3577768 11
300 3.086110 30976592 12640512 12707598 4608 3336168 12
310 2.937456 32924076 12825585 14414721 4608 4282088 13
320 2.725774 34424308 14093340 14036682 4608 3550248 10
330 2.795736 37401442 14187975 16951692 4608 4683080 12
340 2.800046 39348798 14314924 18744912 4608 4244200 12
350 2.818353 41458458 14570755 20501298 4608 5514888 14
360 2.891508 43772974 14914412 22354170 4608 4557160 12
370 3.000021 47108970 15395057 25022487 4608 5843688 13
380 3.239138 49998474 16320780 26551302 4608 5371688 14
390 4.112283 55800964 20576475 26083362 4608 6765896 12
400 4.226487 57957826 20728318 28041741 4608 5564616 11
410 4.243093 62034118 20882473 31945605 4608 7251688 13
420 4.484576 64765844 21339836 34054494 4608 6463464 12
430 4.245257 68211738 21452975 37368192 4608 8317832 14
440 4.597068 71440450 21682486 40299399 4608 6829064 13
450 4.582191 76206154 23996683 41703336 4608 8621896 12
460 4.781530 79735188 24065046 45163641 4608 7849096 13
470 4.720590 84059142 24251455 49264590 4608 9858696 14
480 4.863996 86262254 24839832 50620338 4608 7994216 12
490 5.053776 94270376 26361203 56437848 4608 10344328 14
500 5.853429 102935954 30458496 59010894 4608 9191208 14
510 12.064763 142480222 61130103 52592304 4608 11738056 16
520 17.152655 175435456 85547880 49215690 10240 9503528 11
530 19.160737 181729282 85772789 55248561 10240 11994536 12
540 17.429962 186370646 85936352 59684316 10240 10850536 13
550 17.953616 191710070 86550631 64192410 10240 13480008 13
560 17.796832 195843222 86764354 68046099 10240 10915528 12
570 17.338414 203399590 87399621 74731491 10240 14037480 14
580 21.336595 207711950 89422474 76128315 10240 12324168 12
590 17.839481 214159844 89578333 82394013 10240 15672296 14
600 17.637205 220122706 89767356 88137222 10240 12696168 13
610 17.785755 227424948 90726519 94115208 10240 15862088 13
620 19.193549 233827842 90818962 100425093 10240 14276488 14
630 20.516615 241554626 91648803 106983084 10240 17740168 15
640 21.562911 245725388 100466884 97973766 10240 14199848 11
650 21.730276 257493106 100679375 109622352 10240 18202440 13
660 20.476130 264567362 100928964 116392752 10240 16008680 13
670 25.061117 271704522 101426475 122842278 10240 20266888 15
680 24.281531 279100004 101915292 129606216 10240 16266600 13
690 28.767493 289515108 102357217 139457961 10240 20352488 14
700 26.173062 296836052 102940500 145955556 10240 18254888 15
710 30.793812 304157944 105670949 149336295 10240 22468840 14
720 26.802202 310902786 105946552 155720694 10240 18035560 13
730 23.353805 323673878 106223267 168181758 10240 23027592 15
740 26.422565 331787494 107877134 173925621 10240 20081288 14
750 24.401538 342169788 108075713 184075719 10240 25358376 16
760 25.962559 353018280 110750296 190993338 10240 20389288 15
770 31.306124 384241564 145867725 169841271 10240 25264296 12
780 31.179390 394367918 145984248 179850336 10240 22584296 13
790 33.374611 406359252 146300337 191462865 10240 27892456 14
800 40.285607 411478054 147292194 195152763 10240 22204616 12
810 31.589904 428734424 147498557 212250873 10240 28294888 14
820 33.741523 439281286 147985866 222154419 10240 24734088 14
830 33.068602 447814030 149971317 227781699 10240 31138856 16
840 39.738064 457805774 151687324 235369962 10240 24809064 13
850 43.714500 473783140 152049913 250926093 10240 30880232 14
860 32.299027 485405224 152312036 262218408 10240 27547432 15
870 32.031171 497880058 153531107 273007044 10240 33771144 15
880 34.580212 507871990 153868590 282557553 10240 26963464 14
890 40.551363 525262798 157120713 295198341 10240 34260776 16
900 35.200811 533647870 168705476 286448532 10240 29681896 13
910 39.700708 548896964 168946775 301415430 10240 37323144 15
920 39.323986 562772406 169238278 314951739 10240 29855496 14
930 39.177793 578660298 170461465 329179179 10240 36888296 14
940 42.697047 593359712 170602068 343737024 10240 32832296 15
950 37.460800 610183316 171187621 359796987 10240 40375336 16
960 42.775291 611151298 175220376 354786558 10240 31955816 13
970 41.144267 640889888 178916035 379214448 10240 40568968 15
980 38.853380 656280644 179288264 394151628 10240 35314728 15
990 40.859830 671393704 180027455 408242694 10240 44301256 17
1000 43.095970 698625904 190803928 419459706 10240 35191208 15
