# N time_s adds subs muls divs peak_bytes peak_calls
54 0.022665 268392 89336 161807 416 149864 9
55 0.023108 277754 92932 166137 416 134856 8
56 0.021976 277754 92932 166137 416 134856 8
57 0.029542 355771 127083 196085 416 169064 9
58 0.031811 355771 127083 196085 416 169064 9
59 0.034139 366855 128013 206162 416 160616 9
60 0.029775 366855 128013 206162 416 160616 9
61 0.047266 490266 208192 210868 416 199176 10
62 0.049349 490266 208192 210868 416 199176 10
63 0.071321 638332 325526 183347 416 174728 7
64 0.071719 638332 325526 183347 416 174728 7
65 0.085732 719613 338425 265051 960 217896 8
66 0.079175 719613 338425 265051 960 217896 8
67 0.077949 733711 339483 278002 960 205096 8
68 0.077641 733711 339483 278002 960 205096 8
69 0.082036 771210 342386 312912 960 253128 9
70 0.085942 771210 342386 312912 960 253128 9
71 0.079945 784710 347078 319840 960 223016 8
72 0.072125 784710 347078 319840 960 223016 8
73 0.076828 848191 352093 379812 960 276168 9
74 0.078329 848191 352093 379812 960 276168 9
75 0.086712 865663 353279 395997 960 258248 9
76 0.085763 865663 353279 395997 960 258248 9
77 0.087047 915266 365594 429095 960 316776 10
78 0.093862 915266 365594 429095 960 316776 10
79 0.088463 935960 384064 422602 960 273448 8
80 0.087717 935960 384064 422602 960 273448 8
81 0.090379 1032993 392083 515370 960 337608 9
82 0.098398 1032993 392083 515370 960 337608 9
83 0.092438 1054199 393397 535149 960 313800 9
84 0.089352 1054199 393397 535149 960 313800 9
85 0.098801 1110098 396980 587843 960 383848 10
86 0.089835 1110098 396980 587843 960 383848 10
87 0.097911 1128336 402768 597969 960 333768 9
88 0.098612 1128336 402768 597969 960 333768 9
89 0.101715 1234209 424007 676853 960 409960 10
90 0.100755 1234209 424007 676853 960 409960 10
91 0.104147 1259509 425449 700586 960 379496 10
92 0.101806 1259509 425449 700586 960 379496 10
93 0.110735 1357896 475740 725908 960 462088 11
94 0.108698 1357896 475740 725908 960 462088 11
95 0.118424 1425278 549696 682978 960 393256 8
96 0.127424 1425278 549696 682978 960 393256 8
97 0.131459 1608415 582803 830970 960 482504 9
98 0.137227 1608415 582803 830970 960 482504 9
99 0.203842 1638169 584373 859017 960 444616 9
100 0.203967 1638169 584373 859017 960 444616 9
110 0.215321 1990496 622148 1167130 960 633864 11
120 0.186103 2473120 755250 1466018 960 621416 10
130 0.571977 5026805 2416493 1589677 2176 850728 9
140 0.519377 5518191 2444915 2051895 2176 880328 10
150 0.529298 6207702 2525592 2643257 2176 1176168 11
160 0.612157 6844452 2796540 2888902 2176 1092648 9
170 0.604030 7911667 2850355 3914267 2176 1469800 11
180 0.612422 8783837 2984899 4608962 2176 1446760 11
190 0.790580 10124634 3515514 5175645 2176 1906088 13
200 0.914622 11632132 4141768 5793099 2176 1724616 10
210 0.880684 13093927 4264117 7109549 2176 2229864 11
220 0.887830 14296523 4348811 8206429 2176 2182664 12
230 1.014037 16168054 4910318 9282286 2176 2770696 12
240 1.034649 17374254 5043876 10311326 2176 2464616 11
250 1.597297 22277899 7412043 11707917 2176 3191208 13
260 3.601364 35436879 17209835 10306738 4864 3013928 10
270 5.239126 37473946 17305930 12230831 4864 3852136 12
280 3.950196 39389516 17434832 13990725 4864 3389128 11
290 3.716495 42045249 17961403 15923784 4864 4250568 11
300 3.766991 44285335 18023745 18099542 4864 4056168 12
310 3.687993 47071596 18269438 20564890 4864 5050888 13
320 4.064865 49284196 20119276 20033770 4864 4369448 10
330 4.091921 53418279 20237331 24086459 4864 5554280 12
340 4.060153 56224815 20419755 26665460 4864 5169000 12
350 4.204467 59384992 20756690 29360763 4864 6494888 14
360 4.417032 62564956 21252374 31863146 4864 5593960 12
370 4.626430 67198141 21842347 35678830 4864 6938888 13
380 4.760128 71361437 22964929 38195298 4864 6526888 14
390 5.966815 79642164 29324532 37068815 4864 7982696 12
400 6.625053 82822814 29549970 39950205 4864 6844616 11
410 6.383074 88621503 29744633 45531376 4864 8596488 13
420 6.358342 92436473 30418559 48412850 4864 7874664 12
430 6.134017 97543080 30572974 53337723 4864 9797032 14
440 6.255488 102143700 30883148 57532519 4864 8377864 13
450 6.748908 108471257 34069273 59212151 4864 10241896 12
460 6.818540 113724843 34165535 64366249 4864 9541896 13
470 6.929182 119921494 34431092 70236951 4864 11625896 14
480 7.020000 123183094 35293200 72252146 4864 9837416 12
490 7.540849 133910189 37003975 80525631 4864 12265128 14
500 8.858006 145036603 41742055 84612786 4864 11191208 14
510 16.906991 196989440 81328350 77245429 4864 13818856 16
520 25.942459 250230262 121921082 69923914 10752 11666728 11
530 23.863374 259078717 122236791 78395544 10752 14241736 12
540 26.750848 266051273 122449805 85101344 10752 13183336 13
550 24.215472 273479894 123351912 91288031 10752 15900008 13
560 24.610407 279567994 123669230 96954771 10752 13424328 12
570 28.316479 290395295 124438197 106732378 10752 16636680 14
580 31.735420 296183355 127464165 108122703 10752 15015368 12
590 35.965014 305744302 127676900 117433156 10752 18457096 14
600 30.262067 314220252 127958682 125567630 10752 15576168 13
610 30.188336 324224155 129277853 133733639 10752 18838888 13
620 30.610626 333756041 129408035 143130877 10752 17351688 14
630 39.619056 344811122 130427280 152754237 10752 20915368 15
640 30.832530 350971372 143277348 139701862 10752 17476648 11
650 35.050405 367251927 143537355 155826575 10752 21582440 13
660 35.673475 377436883 143896179 165562916 10752 19493480 13
670 30.396745 388245740 144551354 175466979 10752 23858088 15
680 31.104101 398320674 145315318 184520552 10752 19965800 13
690 32.147562 413003511 145897051 198456808 10752 24161288 14
700 32.029528 424143871 146618753 208583100 10752 22174888 15
710 33.007891 433862984 150609294 212501716 10752 26501640 14
720 35.602865 443791534 151018492 221886806 10752 22182760 13
730 38.559239 461997863 151367875 239702097 10752 27290792 15
740 33.265215 473072123 153502881 247709881 10752 24462088 14
750 32.613344 488472210 153773936 262790714 10752 29858376 16
760 33.818258 503505610 156914238 273216618 10752 25010088 15
770 45.615183 547456635 207902731 241030998 10752 30007496 12
780 46.665806 562531621 208066833 255936176 10752 27451496 13
790 46.404336 579705012 208517270 272555818 10752 32885256 14
800 52.019264 587286462 209970538 278035563 10752 27324616 12
810 49.673067 611464477 210233633 302005168 10752 33543688 14
820 46.667439 626730607 210882257 316409743 10752 30113288 14
830 45.039014 640193564 213460552 326101946 10752 36650056 16
840 48.900551 653037300 216239902 334979594 10752 30453864 13
850 52.036221 675490815 216748971 356824804 10752 36660232 14
860 61.334366 692990131 217090305 373896324 10752 33464232 15
870 50.312575 710263802 218796692 388786281 10752 39826344 15
880 59.301846 724965802 219297770 402822721 10752 33158664 14
890 49.732822 750144023 223173889 422349080 10752 40597576 16
900 47.787429 760295419 240173327 407282936 10752 36161896 13
910 49.674594 782919446 240502702 429518949 10752 43947944 15
920 47.798329 802609376 240937364 448681603 10752 36626696 14
930 47.645380 824339649 242686255 468003082 10752 43807496 14
940 47.633629 846222535 242884277 489681000 10752 39901096 15
950 48.731801 870438116 243661010 512878148 10752 47595336 16
960 48.859786 872022066 249544968 505730078 10752 39328616 13
970 49.059703 912146181 253620591 540020127 10752 48096168 15
980 50.215414 934295957 254155815 561500208 10752 42997928 15
990 49.808805 957284694 255129230 583144231 10752 52142056 17
1000 51.865795 991307678 267430914 598897914 10752 43191208 15
